cobo,asad,aget,aget channel
0,0,3,4
0,0,3,5
0,0,3,6
0,0,3,7
0,0,3,8
0,0,3,9
0,0,3,10
0,0,3,12
0,0,3,13
0,0,3,14
0,0,3,15
0,0,3,16
0,0,3,17
0,0,3,18
0,0,3,19
0,0,3,20
0,0,3,21
0,0,3,23
0,0,3,24
0,0,3,25
0,0,3,26
0,0,3,27
0,0,3,28
0,0,3,29
0,0,3,30
0,0,3,31
0,0,3,32
0,0,3,33
0,0,3,34
0,0,3,35
0,0,3,36
0,0,3,37
0,0,3,38
0,0,3,39
0,0,3,40
0,0,3,41
0,0,3,42
0,0,3,43
0,0,3,44
0,0,3,46
0,0,3,47
0,0,3,48
0,0,3,49
0,0,3,50
0,0,3,51
0,0,3,52
0,0,3,53
0,0,3,54
0,0,3,55
0,0,3,57
0,0,3,58
0,0,3,59
0,0,3,60
0,0,3,61
0,0,3,62
0,0,3,63
0,0,3,64
0,0,3,65
0,0,3,66
0,0,3,67
0,0,2,0
0,0,2,1
0,0,2,2
0,0,2,3
0,0,2,4
0,0,2,5
0,0,2,6
0,0,2,7
0,0,2,8
0,0,2,9
0,0,2,10
0,0,2,12
0,0,2,13
0,0,2,14
0,0,2,15
0,0,2,16
0,0,2,17
0,0,2,18
0,0,2,19
0,0,2,20
0,0,2,21
0,0,2,23
0,0,2,24
0,0,2,25
0,0,2,26
0,0,2,27
0,0,2,28
0,0,2,29
0,0,2,30
0,0,2,31
0,0,2,32
0,0,2,33
0,0,2,34
0,0,2,35
0,0,2,36
0,0,2,37
0,0,2,38
0,0,2,39
0,0,2,40
0,0,2,41
0,0,2,42
0,0,2,43
0,0,2,44
0,0,2,46
0,0,2,47
0,0,2,48
0,0,2,49
0,0,2,50
0,0,2,51
0,0,2,52
0,0,2,53
0,0,2,54
0,0,2,55
0,0,2,57
0,0,2,58
0,0,2,59
0,0,2,60
0,0,2,61
0,0,2,62
0,0,2,63
0,0,2,64
0,0,2,65
0,0,2,66
0,0,2,67
0,0,1,0
0,0,1,1
0,0,1,2
0,0,1,3
0,0,1,4
0,0,1,5
0,0,1,6
0,0,1,7
0,0,1,8
0,0,1,9
0,1,1,10
0,1,1,12
0,1,1,13
0,1,1,14
0,1,1,15
0,1,1,16
0,1,1,17
0,1,1,18
0,1,1,19
0,1,1,20
0,1,1,21
0,1,1,23
0,1,1,24
0,1,1,25
0,1,1,26
0,1,1,27
0,1,1,28
0,1,1,29
0,1,1,30
0,1,1,31
0,1,1,32
0,1,1,33
0,1,1,34
0,1,1,35
0,1,1,36
0,1,1,37
0,1,1,38
0,1,1,39
0,1,1,40
0,1,1,41
0,1,1,42
0,1,1,43
0,1,1,44
0,1,1,46
0,1,1,47
0,1,1,48
0,1,1,49
0,1,1,50
0,1,1,51
0,1,1,52
0,1,1,53
0,1,1,54
0,1,1,55
0,1,1,57
0,1,1,58
0,1,1,59
0,1,1,60
0,1,1,61
0,1,1,62
0,1,1,63
0,1,1,64
0,1,1,65
0,1,1,66
0,1,1,67
0,1,0,0
0,1,0,1
0,1,0,2
0,1,0,3
0,1,0,4
0,1,0,5
0,1,0,6
0,1,0,7
0,1,0,8
0,1,0,9
0,1,0,10
0,1,0,12
0,1,0,13
0,1,0,14
0,1,0,15
0,1,0,16
0,1,0,17
0,1,0,18
0,1,0,19
0,1,0,20
0,1,0,21
0,1,0,23
0,1,0,24
0,1,0,25
0,1,0,26
0,1,0,27
0,1,0,28
0,1,0,29
0,1,0,30
0,1,0,31
0,1,0,32
0,1,0,33
0,1,0,34
0,1,0,35
0,1,0,36
0,1,0,37
0,1,0,38
0,1,0,39
0,1,0,40
0,1,0,41
0,1,0,42
0,1,0,43
0,1,0,44
0,1,0,46
0,1,0,47
0,1,0,48
0,1,0,49
0,1,0,50
0,1,0,51
0,1,0,52
0,1,0,53
0,1,0,54
0,1,0,55
0,1,0,57
0,1,0,58
0,1,0,59
0,1,0,60
0,1,0,61
0,1,0,62
0,1,0,63
0,1,0,64
0,1,0,65
0,1,0,66
0,1,0,67
0,1,3,0
0,1,3,1
0,1,3,2
0,1,3,3
0,1,3,4
0,1,3,5
0,1,3,6
0,1,3,7
0,1,3,8
0,1,3,9
0,1,3,10
0,1,3,12
0,1,3,13
0,1,3,14
0,1,3,15
0,1,3,16
0,1,3,17
0,1,3,18
0,1,3,19
0,1,3,20
0,1,3,21
0,1,3,23
0,1,3,24
0,1,3,25
0,1,3,26
0,1,3,27
0,1,3,28
0,1,3,29
0,1,3,30
0,1,3,31
0,1,3,32
0,1,3,33
0,1,3,34
0,1,3,35
0,1,3,36
0,1,3,37
0,1,3,38
0,1,3,39
0,1,3,40
0,1,3,41
0,1,3,42
0,1,3,43
0,1,3,44
0,1,3,46
0,1,3,47
0,1,3,48
0,1,3,49
0,1,3,50
0,1,3,51
0,1,3,52
0,1,3,53
0,1,3,54
0,1,3,55
0,1,3,57
0,1,3,58
0,1,3,59
0,1,3,60
0,1,3,61
0,1,3,62
0,1,3,63
0,1,3,64
0,1,3,65
0,1,3,66
0,1,3,67
0,1,2,0
0,1,2,1
0,1,2,2
0,1,2,3
0,1,2,4
0,1,2,5
0,1,2,6
0,1,2,7
0,1,2,8
0,1,2,9
0,1,2,10
0,1,2,12
0,1,2,13
0,1,2,14
0,1,2,15
0,1,2,16
0,1,2,17
0,1,2,18
0,1,2,19
0,1,2,20
0,1,2,21
0,1,2,23
0,1,2,24
0,1,2,25
0,1,2,26
0,1,2,27
0,1,2,28
0,1,2,29
0,1,2,30
0,1,2,31
0,1,2,32
0,1,2,33
0,1,2,34
0,1,2,35
0,1,2,36
0,1,2,37
0,1,2,38
0,1,2,39
0,1,2,40
0,1,2,41
0,1,2,42
0,1,2,43
0,1,2,44
0,1,2,46
0,1,2,47
0,1,2,48
0,1,2,49
0,1,2,50
0,1,2,51
0,1,2,52
0,1,2,53
0,1,2,54
0,1,2,55
0,1,2,57
0,1,2,58
0,1,2,59
0,1,2,60
0,1,2,61
0,1,2,62
0,1,2,63
0,1,2,64
0,1,2,65
0,1,2,66
0,1,2,67
0,1,1,0
0,1,1,1
0,1,1,2
0,1,1,3
0,1,1,4
0,1,1,5
0,1,1,6
0,1,1,7
0,1,1,8
0,1,1,9
5,0,1,10
5,0,1,12
5,0,1,13
5,0,1,14
5,0,1,15
5,0,1,16
5,0,1,17
5,0,1,18
5,0,1,19
5,0,1,20
5,0,1,21
5,0,1,23
5,0,1,24
5,0,1,25
5,0,1,26
5,0,1,27
5,0,1,28
5,0,1,29
5,0,1,30
5,0,1,31
5,0,1,32
5,0,1,33
5,0,1,34
5,0,1,35
5,0,1,36
5,0,1,37
5,0,1,38
5,0,1,39
5,0,1,40
5,0,1,41
5,0,1,42
5,0,1,43
5,0,1,44
5,0,1,46
5,0,1,47
5,0,1,48
5,0,1,49
5,0,1,50
5,0,1,51
5,0,1,52
5,0,1,53
5,0,1,54
5,0,1,55
5,0,1,57
5,0,1,58
5,0,1,59
5,0,1,60
5,0,1,61
5,0,1,62
5,0,1,63
5,0,1,64
5,0,1,65
5,0,1,66
5,0,1,67
5,0,0,0
5,0,0,1
5,0,0,2
5,0,0,3
5,0,0,4
5,0,0,5
5,0,0,6
5,0,0,7
5,0,0,8
5,0,0,9
5,0,0,10
5,0,0,12
5,0,0,13
5,0,0,14
5,0,0,15
5,0,0,16
5,0,0,17
5,0,0,18
5,0,0,19
5,0,0,20
5,0,0,21
5,0,0,23
5,0,0,24
5,0,0,25
5,0,0,26
5,0,0,27
5,0,0,28
5,0,0,29
5,0,0,30
5,0,0,31
5,0,0,32
5,0,0,33
5,0,0,34
5,0,0,35
5,0,0,36
5,0,0,37
5,0,0,38
5,0,0,39
5,0,0,40
5,0,0,41
5,0,0,42
5,0,0,43
5,0,0,44
5,0,0,46
5,0,0,47
5,0,0,48
5,0,0,49
5,0,0,50
5,0,0,51
5,0,0,52
5,0,0,53
5,0,0,54
5,0,0,55
5,0,0,57
5,0,0,58
5,0,0,59
5,0,0,60
5,0,0,61
5,0,0,62
5,0,0,63
5,0,0,64
5,0,0,65
5,0,0,66
5,0,0,67
5,0,3,0
5,0,3,1
5,0,3,2
5,0,3,3
5,0,3,4
5,0,3,5
5,0,3,6
5,0,3,7
5,0,3,8
5,0,3,9
5,0,3,10
5,0,3,12
5,0,3,13
5,0,3,14
5,0,3,15
5,0,3,16
5,0,3,17
5,0,3,18
5,0,3,19
5,0,3,20
5,0,3,21
5,0,3,23
5,0,3,24
5,0,3,25
5,0,3,26
5,0,3,27
5,0,3,28
5,0,3,29
5,0,3,30
5,0,3,31
5,0,3,32
5,0,3,33
5,0,3,34
5,0,3,35
5,0,3,36
5,0,3,37
5,0,3,38
5,0,3,39
5,0,3,40
5,0,3,41
5,0,3,42
5,0,3,43
5,0,3,44
5,0,3,46
5,0,3,47
5,0,3,48
5,0,3,49
5,0,3,50
5,0,3,51
5,0,3,52
5,0,3,53
5,0,3,54
5,0,3,55
5,0,3,57
5,0,3,58
5,0,3,59
5,0,3,60
5,0,3,61
5,0,3,62
5,0,3,63
5,0,3,64
5,0,3,65
5,0,3,66
5,0,3,67
5,0,2,0
5,0,2,1
5,0,2,2
5,0,2,3
5,0,2,4
5,0,2,5
5,0,2,6
5,0,2,7
5,0,2,8
5,0,2,9
5,0,2,10
5,0,2,12
5,0,2,13
5,0,2,14
5,0,2,15
5,0,2,16
5,0,2,17
5,0,2,18
5,0,2,19
5,0,2,20
5,0,2,21
5,0,2,23
5,0,2,24
5,0,2,25
5,0,2,26
5,0,2,27
5,0,2,28
5,0,2,29
5,0,2,30
5,0,2,31
5,0,2,32
5,0,2,33
5,0,2,34
5,0,2,35
5,0,2,36
5,0,2,37
5,0,2,38
5,0,2,39
5,0,2,40
5,0,2,41
5,0,2,42
5,0,2,43
5,0,2,44
5,0,2,46
5,0,2,47
5,0,2,48
5,0,2,49
5,0,2,50
5,0,2,51
5,0,2,52
5,0,2,53
5,0,2,54
5,0,2,55
5,0,2,57
5,0,2,58
5,0,2,59
5,0,2,60
5,0,2,61
5,0,2,62
5,0,2,63
5,0,2,64
5,0,2,65
5,0,2,66
5,0,2,67
5,0,1,0
5,0,1,1
5,0,1,2
5,0,1,3
5,0,1,4
5,0,1,5
5,0,1,6
5,0,1,7
5,0,1,8
5,0,1,9
5,1,1,10
5,1,1,12
5,1,1,13
5,1,1,14
5,1,1,15
5,1,1,16
5,1,1,17
5,1,1,18
5,1,1,19
5,1,1,20
5,1,1,21
5,1,1,23
5,1,1,24
5,1,1,25
5,1,1,26
5,1,1,27
5,1,1,28
5,1,1,29
5,1,1,30
5,1,1,31
5,1,1,32
5,1,1,33
5,1,1,34
5,1,1,35
5,1,1,36
5,1,1,37
5,1,1,38
5,1,1,39
5,1,1,40
5,1,1,41
5,1,1,42
5,1,1,43
5,1,1,44
5,1,1,46
5,1,1,47
5,1,1,48
5,1,1,49
5,1,1,50
5,1,1,51
5,1,1,52
5,1,1,53
5,1,1,54
5,1,1,55
5,1,1,57
5,1,1,58
5,1,1,59
5,1,1,60
5,1,1,61
5,1,1,62
5,1,1,63
5,1,1,64
5,1,1,65
5,1,1,66
5,1,1,67
5,1,0,0
5,1,0,1
5,1,0,2
5,1,0,3
5,1,0,4
5,1,0,5
5,1,0,6
5,1,0,7
5,1,0,8
5,1,0,9
5,1,0,10
5,1,0,12
5,1,0,13
5,1,0,14
5,1,0,15
5,1,0,16
5,1,0,17
5,1,0,18
5,1,0,19
5,1,0,20
5,1,0,21
5,1,0,23
5,1,0,24
5,1,0,25
5,1,0,26
5,1,0,27
5,1,0,28
5,1,0,29
5,1,0,30
5,1,0,31
5,1,0,32
5,1,0,33
5,1,0,34
5,1,0,35
5,1,0,36
5,1,0,37
5,1,0,38
5,1,0,39
5,1,0,40
5,1,0,41
5,1,0,42
5,1,0,43
5,1,0,44
5,1,0,46
5,1,0,47
5,1,0,48
5,1,0,49
5,1,0,50
5,1,0,51
5,1,0,52
5,1,0,53
5,1,0,54
5,1,0,55
5,1,0,57
5,1,0,58
5,1,0,59
5,1,0,60
5,1,0,61
5,1,0,62
5,1,0,63
5,1,0,64
5,1,0,65
5,1,0,66
5,1,0,67
5,1,3,0
5,1,3,1
5,1,3,2
5,1,3,3
5,1,3,4
5,1,3,5
5,1,3,6
5,1,3,7
5,1,3,8
5,1,3,9
5,1,3,10
5,1,3,12
5,1,3,13
5,1,3,14
5,1,3,15
5,1,3,16
5,1,3,17
5,1,3,18
5,1,3,19
5,1,3,20
5,1,3,21
5,1,3,23
5,1,3,24
5,1,3,25
5,1,3,26
5,1,3,27
5,1,3,28
5,1,3,29
5,1,3,30
5,1,3,31
5,1,3,32
5,1,3,33
5,1,3,34
5,1,3,35
5,1,3,36
5,1,3,37
5,1,3,38
5,1,3,39
5,1,3,40
5,1,3,41
5,1,3,42
5,1,3,43
5,1,3,44
5,1,3,46
5,1,3,47
5,1,3,48
5,1,3,49
5,1,3,50
5,1,3,51
5,1,3,52
5,1,3,53
5,1,3,54
5,1,3,55
5,1,3,57
5,1,3,58
5,1,3,59
5,1,3,60
5,1,3,61
5,1,3,62
5,1,3,63
5,1,3,64
5,1,3,65
5,1,3,66
5,1,3,67
5,1,2,0
5,1,2,1
5,1,2,2
5,1,2,3
5,1,2,4
5,1,2,5
5,1,2,6
5,1,2,7
5,1,2,8
5,1,2,9
5,1,2,10
5,1,2,12
5,1,2,13
5,1,2,14
5,1,2,15
5,1,2,16
5,1,2,17
5,1,2,18
5,1,2,19
5,1,2,20
5,1,2,21
5,1,2,23
5,1,2,24
5,1,2,25
5,1,2,26
5,1,2,27
5,1,2,28
5,1,2,29
5,1,2,30
5,1,2,31
5,1,2,32
5,1,2,33
5,1,2,34
5,1,2,35
5,1,2,36
5,1,2,37
5,1,2,38
5,1,2,39
5,1,2,40
5,1,2,41
5,1,2,42
5,1,2,43
5,1,2,44
5,1,2,46
5,1,2,47
5,1,2,48
5,1,2,49
5,1,2,50
5,1,2,51
5,1,2,52
5,1,2,53
5,1,2,54
5,1,2,55
5,1,2,57
5,1,2,58
5,1,2,59
5,1,2,60
5,1,2,61
5,1,2,62
5,1,2,63
5,1,2,64
5,1,2,65
5,1,2,66
5,1,2,67
5,1,1,0
5,1,1,1
5,1,1,2
5,1,1,3
5,1,1,4
5,1,1,5
5,1,1,6
5,1,1,7
5,1,1,8
5,1,1,9
2,2,1,10
2,2,1,12
2,2,1,13
2,2,1,14
2,2,1,15
2,2,1,16
2,2,1,17
2,2,1,18
2,2,1,19
2,2,1,20
2,2,1,21
2,2,1,23
2,2,1,24
2,2,1,25
2,2,1,26
2,2,1,27
2,2,1,28
2,2,1,29
2,2,1,30
2,2,1,31
2,2,1,32
2,2,1,33
2,2,1,34
2,2,1,35
2,2,1,36
2,2,1,37
2,2,1,38
2,2,1,39
2,2,1,40
2,2,1,41
2,2,1,42
2,2,1,43
2,2,1,44
2,2,1,46
2,2,1,47
2,2,1,48
2,2,1,49
2,2,1,50
2,2,1,51
2,2,1,52
2,2,1,53
2,2,1,54
2,2,1,55
2,2,1,57
2,2,1,58
2,2,1,59
2,2,1,60
2,2,1,61
2,2,1,62
2,2,1,63
2,2,1,64
2,2,1,65
2,2,1,66
2,2,1,67
2,2,0,0
2,2,0,1
2,2,0,2
2,2,0,3
2,2,0,4
2,2,0,5
2,2,0,6
2,2,0,7
2,2,0,8
2,2,0,9
2,2,0,10
2,2,0,12
2,2,0,13
2,2,0,14
2,2,0,15
2,2,0,16
2,2,0,17
2,2,0,18
2,2,0,19
2,2,0,20
2,2,0,21
2,2,0,23
2,2,0,24
2,2,0,25
2,2,0,26
2,2,0,27
2,2,0,28
2,2,0,29
2,2,0,30
2,2,0,31
2,2,0,32
2,2,0,33
2,2,0,34
2,2,0,35
2,2,0,36
2,2,0,37
2,2,0,38
2,2,0,39
2,2,0,40
2,2,0,41
2,2,0,42
2,2,0,43
2,2,0,44
2,2,0,46
2,2,0,47
2,2,0,48
2,2,0,49
2,2,0,50
2,2,0,51
2,2,0,52
2,2,0,53
2,2,0,54
2,2,0,55
2,2,0,57
2,2,0,58
2,2,0,59
2,2,0,60
2,2,0,61
2,2,0,62
2,2,0,63
2,2,0,64
2,2,0,65
2,2,0,66
2,2,0,67
2,2,3,0
2,2,3,1
2,2,3,2
2,2,3,3
2,2,3,4
2,2,3,5
2,2,3,6
2,2,3,7
2,2,3,8
2,2,3,9
2,2,3,10
2,2,3,12
2,2,3,13
2,2,3,14
2,2,3,15
2,2,3,16
2,2,3,17
2,2,3,18
2,2,3,19
2,2,3,20
2,2,3,21
2,2,3,23
2,2,3,24
2,2,3,25
2,2,3,26
2,2,3,27
2,2,3,28
2,2,3,29
2,2,3,30
2,2,3,31
2,2,3,32
2,2,3,33
2,2,3,34
2,2,3,35
2,2,3,36
2,2,3,37
2,2,3,38
2,2,3,39
2,2,3,40
2,2,3,41
2,2,3,42
2,2,3,43
2,2,3,44
2,2,3,46
2,2,3,47
2,2,3,48
2,2,3,49
2,2,3,50
2,2,3,51
2,2,3,52
2,2,3,53
2,2,3,54
2,2,3,55
2,2,3,57
2,2,3,58
2,2,3,59
2,2,3,60
2,2,3,61
2,2,3,62
2,2,3,63
2,2,3,64
2,2,3,65
2,2,3,66
2,2,3,67
2,2,2,0
2,2,2,1
2,2,2,2
2,2,2,3
2,2,2,4
2,2,2,5
2,2,2,6
2,2,2,7
2,2,2,8
2,2,2,9
2,2,2,10
2,2,2,12
2,2,2,13
2,2,2,14
2,2,2,15
2,2,2,16
2,2,2,17
2,2,2,18
2,2,2,19
2,2,2,20
2,2,2,21
2,2,2,23
2,2,2,24
2,2,2,25
2,2,2,26
2,2,2,27
2,2,2,28
2,2,2,29
2,2,2,30
2,2,2,31
2,2,2,32
2,2,2,33
2,2,2,34
2,2,2,35
2,2,2,36
2,2,2,37
2,2,2,38
2,2,2,39
2,2,2,40
2,2,2,41
2,2,2,42
2,2,2,43
2,2,2,44
2,2,2,46
2,2,2,47
2,2,2,48
2,2,2,49
2,2,2,50
2,2,2,51
2,2,2,52
2,2,2,53
2,2,2,54
2,2,2,55
2,2,2,57
2,2,2,58
2,2,2,59
2,2,2,60
2,2,2,61
2,2,2,62
2,2,2,63
2,2,2,64
2,2,2,65
2,2,2,66
2,2,2,67
2,2,1,0
2,2,1,1
2,2,1,2
2,2,1,3
2,2,1,4
2,2,1,5
2,2,1,6
2,2,1,7
2,2,1,8
2,2,1,9
2,3,1,10
2,3,1,12
2,3,1,13
2,3,1,14
2,3,1,15
2,3,1,16
2,3,1,17
2,3,1,18
2,3,1,19
2,3,1,20
2,3,1,21
2,3,1,23
2,3,1,24
2,3,1,25
2,3,1,26
2,3,1,27
2,3,1,28
2,3,1,29
2,3,1,30
2,3,1,31
2,3,1,32
2,3,1,33
2,3,1,34
2,3,1,35
2,3,1,36
2,3,1,37
2,3,1,38
2,3,1,39
2,3,1,40
2,3,1,41
2,3,1,42
2,3,1,43
2,3,1,44
2,3,1,46
2,3,1,47
2,3,1,48
2,3,1,49
2,3,1,50
2,3,1,51
2,3,1,52
2,3,1,53
2,3,1,54
2,3,1,55
2,3,1,57
2,3,1,58
2,3,1,59
2,3,1,60
2,3,1,61
2,3,1,62
2,3,1,63
2,3,1,64
2,3,1,65
2,3,1,66
2,3,1,67
2,3,0,0
2,3,0,1
2,3,0,2
2,3,0,3
2,3,0,4
2,3,0,5
2,3,0,6
2,3,0,7
2,3,0,8
2,3,0,9
2,3,0,10
2,3,0,12
2,3,0,13
2,3,0,14
2,3,0,15
2,3,0,16
2,3,0,17
2,3,0,18
2,3,0,19
2,3,0,20
2,3,0,21
2,3,0,23
2,3,0,24
2,3,0,25
2,3,0,26
2,3,0,27
2,3,0,28
2,3,0,29
2,3,0,30
2,3,0,31
2,3,0,32
2,3,0,33
2,3,0,34
2,3,0,35
2,3,0,36
2,3,0,37
2,3,0,38
2,3,0,39
2,3,0,40
2,3,0,41
2,3,0,42
2,3,0,43
2,3,0,44
2,3,0,46
2,3,0,47
2,3,0,48
2,3,0,49
2,3,0,50
2,3,0,51
2,3,0,52
2,3,0,53
2,3,0,54
2,3,0,55
2,3,0,57
2,3,0,58
2,3,0,59
2,3,0,60
2,3,0,61
2,3,0,62
2,3,0,63
2,3,0,64
2,3,0,65
2,3,0,66
2,3,0,67
2,3,3,0
2,3,3,1
2,3,3,2
2,3,3,3
2,3,3,4
2,3,3,5
2,3,3,6
2,3,3,7
2,3,3,8
2,3,3,9
2,3,3,10
2,3,3,12
2,3,3,13
2,3,3,14
2,3,3,15
2,3,3,16
2,3,3,17
2,3,3,18
2,3,3,19
2,3,3,20
2,3,3,21
2,3,3,23
2,3,3,24
2,3,3,25
2,3,3,26
2,3,3,27
2,3,3,28
2,3,3,29
2,3,3,30
2,3,3,31
2,3,3,32
2,3,3,33
2,3,3,34
2,3,3,35
2,3,3,36
2,3,3,37
2,3,3,38
2,3,3,39
2,3,3,40
2,3,3,41
2,3,3,42
2,3,3,43
2,3,3,44
2,3,3,46
2,3,3,47
2,3,3,48
2,3,3,49
2,3,3,50
2,3,3,51
2,3,3,52
2,3,3,53
2,3,3,54
2,3,3,55
2,3,3,57
2,3,3,58
2,3,3,59
2,3,3,60
2,3,3,61
2,3,3,62
2,3,3,63
2,3,3,64
2,3,3,65
2,3,3,66
2,3,3,67
2,3,2,0
2,3,2,1
2,3,2,2
2,3,2,3
2,3,2,4
2,3,2,5
2,3,2,6
2,3,2,7
2,3,2,8
2,3,2,9
2,3,2,10
2,3,2,12
2,3,2,13
2,3,2,14
2,3,2,15
2,3,2,16
2,3,2,17
2,3,2,18
2,3,2,19
2,3,2,20
2,3,2,21
2,3,2,23
2,3,2,24
2,3,2,25
2,3,2,26
2,3,2,27
2,3,2,28
2,3,2,29
2,3,2,30
2,3,2,31
2,3,2,32
2,3,2,33
2,3,2,34
2,3,2,35
2,3,2,36
2,3,2,37
2,3,2,38
2,3,2,39
2,3,2,40
2,3,2,41
2,3,2,42
2,3,2,43
2,3,2,44
2,3,2,46
2,3,2,47
2,3,2,48
2,3,2,49
2,3,2,50
2,3,2,51
2,3,2,52
2,3,2,53
2,3,2,54
2,3,2,55
2,3,2,57
2,3,2,58
2,3,2,59
2,3,2,60
2,3,2,61
2,3,2,62
2,3,2,63
2,3,2,64
2,3,2,65
2,3,2,66
2,3,2,67
2,3,1,0
2,3,1,1
2,3,1,2
2,3,1,3
2,3,1,4
2,3,1,5
2,3,1,6
2,3,1,7
2,3,1,8
2,3,1,9
5,2,1,10
5,2,1,12
5,2,1,13
5,2,1,14
5,2,1,15
5,2,1,16
5,2,1,17
5,2,1,18
5,2,1,19
5,2,1,20
5,2,1,21
5,2,1,23
5,2,1,24
5,2,1,25
5,2,1,26
5,2,1,27
5,2,1,28
5,2,1,29
5,2,1,30
5,2,1,31
5,2,1,32
5,2,1,33
5,2,1,34
5,2,1,35
5,2,1,36
5,2,1,37
5,2,1,38
5,2,1,39
5,2,1,40
5,2,1,41
5,2,1,42
5,2,1,43
5,2,1,44
5,2,1,46
5,2,1,47
5,2,1,48
5,2,1,49
5,2,1,50
5,2,1,51
5,2,1,52
5,2,1,53
5,2,1,54
5,2,1,55
5,2,1,57
5,2,1,58
5,2,1,59
5,2,1,60
5,2,1,61
5,2,1,62
5,2,1,63
5,2,1,64
5,2,1,65
5,2,1,66
5,2,1,67
5,2,0,0
5,2,0,1
5,2,0,2
5,2,0,3
5,2,0,4
5,2,0,5
5,2,0,6
5,2,0,7
5,2,0,8
5,2,0,9
5,2,0,10
5,2,0,12
5,2,0,13
5,2,0,14
5,2,0,15
5,2,0,16
5,2,0,17
5,2,0,18
5,2,0,19
5,2,0,20
5,2,0,21
5,2,0,23
5,2,0,24
5,2,0,25
5,2,0,26
5,2,0,27
5,2,0,28
5,2,0,29
5,2,0,30
5,2,0,31
5,2,0,32
5,2,0,33
5,2,0,34
5,2,0,35
5,2,0,36
5,2,0,37
5,2,0,38
5,2,0,39
5,2,0,40
5,2,0,41
5,2,0,42
5,2,0,43
5,2,0,44
5,2,0,46
5,2,0,47
5,2,0,48
5,2,0,49
5,2,0,50
5,2,0,51
5,2,0,52
5,2,0,53
5,2,0,54
5,2,0,55
5,2,0,57
5,2,0,58
5,2,0,59
5,2,0,60
5,2,0,61
5,2,0,62
5,2,0,63
5,2,0,64
5,2,0,65
5,2,0,66
5,2,0,67
5,2,3,0
5,2,3,1
5,2,3,2
5,2,3,3
5,2,3,4
5,2,3,5
5,2,3,6
5,2,3,7
5,2,3,8
5,2,3,9
5,2,3,10
5,2,3,12
5,2,3,13
5,2,3,14
5,2,3,15
5,2,3,16
5,2,3,17
5,2,3,18
5,2,3,19
5,2,3,20
5,2,3,21
5,2,3,23
5,2,3,24
5,2,3,25
5,2,3,26
5,2,3,27
5,2,3,28
5,2,3,29
5,2,3,30
5,2,3,31
5,2,3,32
5,2,3,33
5,2,3,34
5,2,3,35
5,2,3,36
5,2,3,37
5,2,3,38
5,2,3,39
5,2,3,40
5,2,3,41
5,2,3,42
5,2,3,43
5,2,3,44
5,2,3,46
5,2,3,47
5,2,3,48
5,2,3,49
5,2,3,50
5,2,3,51
5,2,3,52
5,2,3,53
5,2,3,54
5,2,3,55
5,2,3,57
5,2,3,58
5,2,3,59
5,2,3,60
5,2,3,61
5,2,3,62
5,2,3,63
5,2,3,64
5,2,3,65
5,2,3,66
5,2,3,67
5,2,2,0
5,2,2,1
5,2,2,2
5,2,2,3
5,2,2,4
5,2,2,5
5,2,2,6
5,2,2,7
5,2,2,8
5,2,2,9
5,2,2,10
5,2,2,12
5,2,2,13
5,2,2,14
5,2,2,15
5,2,2,16
5,2,2,17
5,2,2,18
5,2,2,19
5,2,2,20
5,2,2,21
5,2,2,23
5,2,2,24
5,2,2,25
5,2,2,26
5,2,2,27
5,2,2,28
5,2,2,29
5,2,2,30
5,2,2,31
5,2,2,32
5,2,2,33
5,2,2,34
5,2,2,35
5,2,2,36
5,2,2,37
5,2,2,38
5,2,2,39
5,2,2,40
5,2,2,41
5,2,2,42
5,2,2,43
5,2,2,44
5,2,2,46
5,2,2,47
5,2,2,48
5,2,2,49
5,2,2,50
5,2,2,51
5,2,2,52
5,2,2,53
5,2,2,54
5,2,2,55
5,2,2,57
5,2,2,58
5,2,2,59
5,2,2,60
5,2,2,61
5,2,2,62
5,2,2,63
5,2,2,64
5,2,2,65
5,2,2,66
5,2,2,67
5,2,1,0
5,2,1,1
5,2,1,2
5,2,1,3
5,2,1,4
5,2,1,5
5,2,1,6
5,2,1,7
5,2,1,8
5,2,1,9
5,3,1,10
5,3,1,12
5,3,1,13
5,3,1,14
5,3,1,15
5,3,1,16
5,3,1,17
5,3,1,18
5,3,1,19
5,3,1,20
5,3,1,21
5,3,1,23
5,3,1,24
5,3,1,25
5,3,1,26
5,3,1,27
5,3,1,28
5,3,1,29
5,3,1,30
5,3,1,31
5,3,1,32
5,3,1,33
5,3,1,34
5,3,1,35
5,3,1,36
5,3,1,37
5,3,1,38
5,3,1,39
5,3,1,40
5,3,1,41
5,3,1,42
5,3,1,43
5,3,1,44
5,3,1,46
5,3,1,47
5,3,1,48
5,3,1,49
5,3,1,50
5,3,1,51
5,3,1,52
5,3,1,53
5,3,1,54
5,3,1,55
5,3,1,57
5,3,1,58
5,3,1,59
5,3,1,60
5,3,1,61
5,3,1,62
5,3,1,63
5,3,1,64
5,3,1,65
5,3,1,66
5,3,1,67
5,3,0,0
5,3,0,1
5,3,0,2
5,3,0,3
5,3,0,4
5,3,0,5
5,3,0,6
5,3,0,7
5,3,0,8
5,3,0,9
5,3,0,10
5,3,0,12
5,3,0,13
5,3,0,14
5,3,0,15
5,3,0,16
5,3,0,17
5,3,0,18
5,3,0,19
5,3,0,20
5,3,0,21
5,3,0,23
5,3,0,24
5,3,0,25
